Fault_Node,Fault_Type,Detected,Test_Cube,Solve_Time_s
G380gat,sa1,YES,G1gat=0 G4gat=1 G8gat=0 G11gat=0 G14gat=0 G17gat=1 G21gat=0 G24gat=X G27gat=0 G30gat=X G34gat=X G37gat=X G40gat=X G43gat=X G47gat=X G50gat=X G53gat=X G56gat=X G60gat=X G63gat=X G66gat=X G69gat=X G73gat=X G76gat=X G79gat=X G82gat=X G86gat=X G89gat=X G92gat=X G95gat=X G99gat=X G102gat=X G105gat=X G108gat=X G112gat=X G115gat=X,0.007442
G381gat,sa0,YES,G1gat=0 G4gat=1 G8gat=X G11gat=1 G14gat=X G17gat=X G21gat=X G24gat=1 G27gat=X G30gat=X G34gat=X G37gat=1 G40gat=X G43gat=X G47gat=X G50gat=1 G53gat=X G56gat=X G60gat=X G63gat=X G66gat=X G69gat=X G73gat=X G76gat=X G79gat=X G82gat=X G86gat=X G89gat=X G92gat=X G95gat=X G99gat=X G102gat=X G105gat=X G108gat=X G112gat=X G115gat=X,0.003562
G381gat,sa1,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=1 G17gat=1 G21gat=1 G24gat=1 G27gat=1 G30gat=0 G34gat=1 G37gat=1 G40gat=1 G43gat=0 G47gat=1 G50gat=1 G53gat=1 G56gat=0 G60gat=1 G63gat=1 G66gat=1 G69gat=X G73gat=1 G76gat=1 G79gat=1 G82gat=X G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.013865
G386gat,sa0,YES,G1gat=0 G4gat=1 G8gat=X G11gat=1 G14gat=X G17gat=X G21gat=X G24gat=1 G27gat=X G30gat=X G34gat=X G37gat=1 G40gat=X G43gat=X G47gat=X G50gat=1 G53gat=X G56gat=X G60gat=X G63gat=X G66gat=X G69gat=X G73gat=X G76gat=X G79gat=X G82gat=X G86gat=X G89gat=X G92gat=X G95gat=X G99gat=X G102gat=X G105gat=X G108gat=X G112gat=X G115gat=X,0.004284
G386gat,sa1,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=1 G17gat=0 G21gat=1 G24gat=1 G27gat=1 G30gat=1 G34gat=1 G37gat=1 G40gat=1 G43gat=0 G47gat=1 G50gat=1 G53gat=1 G56gat=0 G60gat=1 G63gat=1 G66gat=1 G69gat=X G73gat=1 G76gat=1 G79gat=1 G82gat=X G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.017339
G393gat,sa0,YES,G1gat=0 G4gat=1 G8gat=X G11gat=1 G14gat=X G17gat=X G21gat=X G24gat=1 G27gat=X G30gat=X G34gat=X G37gat=1 G40gat=X G43gat=X G47gat=X G50gat=1 G53gat=X G56gat=X G60gat=X G63gat=X G66gat=X G69gat=X G73gat=X G76gat=X G79gat=X G82gat=X G86gat=X G89gat=X G92gat=X G95gat=X G99gat=X G102gat=X G105gat=X G108gat=X G112gat=X G115gat=X,0.003839
G393gat,sa1,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=1 G17gat=0 G21gat=1 G24gat=1 G27gat=1 G30gat=0 G34gat=1 G37gat=1 G40gat=1 G43gat=1 G47gat=1 G50gat=1 G53gat=1 G56gat=0 G60gat=1 G63gat=1 G66gat=1 G69gat=X G73gat=1 G76gat=1 G79gat=1 G82gat=X G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.017248
G399gat,sa0,YES,G1gat=0 G4gat=1 G8gat=X G11gat=1 G14gat=X G17gat=X G21gat=X G24gat=1 G27gat=X G30gat=X G34gat=X G37gat=1 G40gat=X G43gat=X G47gat=X G50gat=1 G53gat=X G56gat=X G60gat=X G63gat=X G66gat=X G69gat=X G73gat=X G76gat=X G79gat=X G82gat=X G86gat=X G89gat=X G92gat=X G95gat=X G99gat=X G102gat=X G105gat=X G108gat=X G112gat=X G115gat=X,0.003833
G399gat,sa1,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=1 G17gat=0 G21gat=1 G24gat=1 G27gat=1 G30gat=0 G34gat=1 G37gat=1 G40gat=1 G43gat=0 G47gat=1 G50gat=1 G53gat=1 G56gat=1 G60gat=1 G63gat=1 G66gat=1 G69gat=X G73gat=1 G76gat=1 G79gat=1 G82gat=X G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.012521
G404gat,sa0,YES,G1gat=0 G4gat=1 G8gat=X G11gat=1 G14gat=X G17gat=X G21gat=X G24gat=1 G27gat=X G30gat=X G34gat=X G37gat=1 G40gat=X G43gat=X G47gat=X G50gat=1 G53gat=X G56gat=X G60gat=X G63gat=1 G66gat=X G69gat=X G73gat=X G76gat=1 G79gat=X G82gat=X G86gat=X G89gat=X G92gat=X G95gat=X G99gat=X G102gat=X G105gat=X G108gat=X G112gat=X G115gat=X,0.004001
G404gat,sa1,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=1 G17gat=0 G21gat=1 G24gat=1 G27gat=1 G30gat=0 G34gat=1 G37gat=1 G40gat=1 G43gat=0 G47gat=1 G50gat=1 G53gat=1 G56gat=0 G60gat=1 G63gat=1 G66gat=1 G69gat=1 G73gat=1 G76gat=1 G79gat=1 G82gat=0 G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.015338
G407gat,sa0,YES,G1gat=0 G4gat=1 G8gat=X G11gat=1 G14gat=X G17gat=X G21gat=X G24gat=1 G27gat=X G30gat=X G34gat=X G37gat=1 G40gat=X G43gat=X G47gat=X G50gat=1 G53gat=X G56gat=X G60gat=X G63gat=1 G66gat=X G69gat=X G73gat=X G76gat=1 G79gat=X G82gat=X G86gat=X G89gat=X G92gat=X G95gat=X G99gat=X G102gat=X G105gat=X G108gat=X G112gat=X G115gat=X,0.006111
G407gat,sa1,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=1 G17gat=0 G21gat=1 G24gat=1 G27gat=1 G30gat=0 G34gat=1 G37gat=1 G40gat=1 G43gat=0 G47gat=1 G50gat=1 G53gat=1 G56gat=0 G60gat=1 G63gat=1 G66gat=1 G69gat=0 G73gat=1 G76gat=1 G79gat=1 G82gat=1 G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.017509
G411gat,sa0,YES,G1gat=0 G4gat=1 G8gat=X G11gat=1 G14gat=X G17gat=X G21gat=X G24gat=1 G27gat=X G30gat=X G34gat=X G37gat=1 G40gat=X G43gat=X G47gat=X G50gat=1 G53gat=X G56gat=X G60gat=X G63gat=1 G66gat=X G69gat=X G73gat=X G76gat=1 G79gat=X G82gat=X G86gat=X G89gat=1 G92gat=X G95gat=X G99gat=X G102gat=X G105gat=X G108gat=X G112gat=X G115gat=X,0.005786
G411gat,sa1,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=1 G17gat=0 G21gat=1 G24gat=1 G27gat=1 G30gat=0 G34gat=1 G37gat=1 G40gat=1 G43gat=0 G47gat=1 G50gat=1 G53gat=1 G56gat=0 G60gat=1 G63gat=1 G66gat=1 G69gat=0 G73gat=1 G76gat=1 G79gat=1 G82gat=0 G86gat=1 G89gat=1 G92gat=1 G95gat=1 G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.016033
G414gat,sa0,YES,G1gat=0 G4gat=0 G8gat=X G11gat=0 G14gat=X G17gat=0 G21gat=X G24gat=0 G27gat=X G30gat=0 G34gat=X G37gat=0 G40gat=X G43gat=0 G47gat=X G50gat=0 G53gat=X G56gat=0 G60gat=X G63gat=0 G66gat=X G69gat=0 G73gat=X G76gat=0 G79gat=X G82gat=0 G86gat=X G89gat=0 G92gat=X G95gat=0 G99gat=X G102gat=0 G105gat=X G108gat=0 G112gat=X G115gat=X,1535.574069
G414gat,sa1,YES,G1gat=1 G4gat=0 G8gat=1 G11gat=1 G14gat=1 G17gat=0 G21gat=1 G24gat=1 G27gat=1 G30gat=0 G34gat=1 G37gat=1 G40gat=1 G43gat=0 G47gat=1 G50gat=1 G53gat=1 G56gat=0 G60gat=1 G63gat=1 G66gat=1 G69gat=0 G73gat=1 G76gat=1 G79gat=1 G82gat=0 G86gat=1 G89gat=1 G92gat=1 G95gat=0 G99gat=1 G102gat=1 G105gat=1 G108gat=1 G112gat=1 G115gat=1,0.019392
G415gat,sa0,YES,G1gat=0 G4gat=1 G8gat=0 G11gat=0 G14gat=0 G17gat=1 G21gat=0 G24gat=X G27gat=0 G30gat=X G34gat=X G37gat=X G40gat=X G43gat=X G47gat=X G50gat=X G53gat=X G56gat=X G60gat=X G63gat=X G66gat=X G69gat=X G73gat=X G76gat=X G79gat=X G82gat=X G86gat=X G89gat=X G92gat=X G95gat=X G99gat=X G102gat=X G105gat=X G108gat=X G112gat=X G115gat=X,0.004339
G415gat,sa1,YES,G1gat=X G4gat=0 G8gat=X G11gat=1 G14gat=X G17gat=1 G21gat=1 G24gat=1 G27gat=1 G30gat=X G34gat=1 G37gat=1 G40gat=1 G43gat=X G47gat=1 G50gat=1 G53gat=1 G56gat=X G60gat=1 G63gat=1 G66gat=1 G69gat=X G73gat=1 G76gat=1 G79gat=1 G82gat=X G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.013467
G416gat,sa0,YES,G1gat=0 G4gat=0 G8gat=X G11gat=0 G14gat=X G17gat=0 G21gat=X G24gat=0 G27gat=X G30gat=0 G34gat=X G37gat=0 G40gat=X G43gat=0 G47gat=X G50gat=0 G53gat=X G56gat=0 G60gat=X G63gat=0 G66gat=X G69gat=0 G73gat=X G76gat=0 G79gat=X G82gat=0 G86gat=X G89gat=0 G92gat=X G95gat=0 G99gat=X G102gat=0 G105gat=X G108gat=0 G112gat=X G115gat=X,1911.649966
G416gat,sa1,YES,G1gat=1 G4gat=0 G8gat=1 G11gat=1 G14gat=1 G17gat=1 G21gat=1 G24gat=1 G27gat=1 G30gat=X G34gat=1 G37gat=1 G40gat=1 G43gat=X G47gat=1 G50gat=1 G53gat=1 G56gat=X G60gat=1 G63gat=1 G66gat=1 G69gat=X G73gat=1 G76gat=1 G79gat=1 G82gat=X G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.015626
G417gat,sa0,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=1 G17gat=0 G21gat=1 G24gat=1 G27gat=1 G30gat=0 G34gat=1 G37gat=1 G40gat=1 G43gat=1 G47gat=1 G50gat=1 G53gat=1 G56gat=X G60gat=1 G63gat=1 G66gat=1 G69gat=X G73gat=1 G76gat=1 G79gat=1 G82gat=X G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.013048
G417gat,sa1,YES,G1gat=0 G4gat=1 G8gat=1 G11gat=0 G14gat=1 G17gat=1 G21gat=1 G24gat=0 G27gat=1 G30gat=1 G34gat=1 G37gat=1 G40gat=1 G43gat=X G47gat=X G50gat=0 G53gat=X G56gat=1 G60gat=1 G63gat=0 G66gat=1 G69gat=1 G73gat=1 G76gat=0 G79gat=1 G82gat=1 G86gat=1 G89gat=0 G92gat=1 G95gat=1 G99gat=1 G102gat=0 G105gat=1 G108gat=1 G112gat=1 G115gat=0,0.019055
G418gat,sa0,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=1 G17gat=0 G21gat=1 G24gat=1 G27gat=1 G30gat=0 G34gat=1 G37gat=1 G40gat=1 G43gat=0 G47gat=1 G50gat=1 G53gat=1 G56gat=0 G60gat=1 G63gat=1 G66gat=1 G69gat=1 G73gat=1 G76gat=1 G79gat=1 G82gat=1 G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.017261
G418gat,sa1,YES,G1gat=0 G4gat=1 G8gat=1 G11gat=0 G14gat=1 G17gat=1 G21gat=1 G24gat=0 G27gat=1 G30gat=1 G34gat=1 G37gat=0 G40gat=1 G43gat=1 G47gat=1 G50gat=0 G53gat=1 G56gat=1 G60gat=1 G63gat=1 G66gat=1 G69gat=X G73gat=X G76gat=0 G79gat=X G82gat=1 G86gat=1 G89gat=0 G92gat=1 G95gat=1 G99gat=1 G102gat=0 G105gat=1 G108gat=1 G112gat=1 G115gat=0,0.01598
G419gat,sa0,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=1 G17gat=0 G21gat=1 G24gat=1 G27gat=1 G30gat=0 G34gat=1 G37gat=1 G40gat=1 G43gat=0 G47gat=1 G50gat=1 G53gat=1 G56gat=0 G60gat=1 G63gat=1 G66gat=1 G69gat=0 G73gat=1 G76gat=1 G79gat=1 G82gat=1 G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.016742
G419gat,sa1,YES,G1gat=0 G4gat=1 G8gat=1 G11gat=0 G14gat=1 G17gat=1 G21gat=1 G24gat=0 G27gat=1 G30gat=1 G34gat=1 G37gat=0 G40gat=1 G43gat=1 G47gat=1 G50gat=0 G53gat=1 G56gat=1 G60gat=1 G63gat=0 G66gat=1 G69gat=1 G73gat=1 G76gat=1 G79gat=1 G82gat=X G86gat=X G89gat=0 G92gat=X G95gat=1 G99gat=1 G102gat=0 G105gat=1 G108gat=1 G112gat=1 G115gat=0,0.018562
G420gat,sa0,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=1 G17gat=0 G21gat=1 G24gat=1 G27gat=1 G30gat=0 G34gat=1 G37gat=1 G40gat=1 G43gat=0 G47gat=1 G50gat=1 G53gat=1 G56gat=1 G60gat=1 G63gat=1 G66gat=1 G69gat=1 G73gat=1 G76gat=1 G79gat=1 G82gat=0 G86gat=1 G89gat=1 G92gat=1 G95gat=1 G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.016953
G420gat,sa1,YES,G1gat=0 G4gat=1 G8gat=1 G11gat=0 G14gat=1 G17gat=1 G21gat=1 G24gat=0 G27gat=1 G30gat=1 G34gat=1 G37gat=0 G40gat=1 G43gat=1 G47gat=1 G50gat=0 G53gat=1 G56gat=1 G60gat=1 G63gat=0 G66gat=1 G69gat=1 G73gat=1 G76gat=0 G79gat=1 G82gat=1 G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=X G102gat=0 G105gat=X G108gat=1 G112gat=1 G115gat=0,0.017056
G421gat,sa0,YES,G1gat=X G4gat=0 G8gat=X G11gat=1 G14gat=X G17gat=1 G21gat=1 G24gat=1 G27gat=1 G30gat=X G34gat=1 G37gat=1 G40gat=1 G43gat=X G47gat=1 G50gat=1 G53gat=1 G56gat=X G60gat=1 G63gat=1 G66gat=1 G69gat=X G73gat=1 G76gat=1 G79gat=1 G82gat=X G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.011533
G421gat,sa1,YES,G1gat=0 G4gat=1 G8gat=0 G11gat=X G14gat=0 G17gat=X G21gat=X G24gat=X G27gat=X G30gat=X G34gat=X G37gat=X G40gat=X G43gat=X G47gat=X G50gat=X G53gat=X G56gat=X G60gat=X G63gat=X G66gat=X G69gat=X G73gat=X G76gat=X G79gat=X G82gat=X G86gat=X G89gat=X G92gat=X G95gat=X G99gat=X G102gat=X G105gat=X G108gat=X G112gat=X G115gat=X,0.003001
G422gat,sa0,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=1 G17gat=0 G21gat=1 G24gat=1 G27gat=1 G30gat=1 G34gat=1 G37gat=1 G40gat=1 G43gat=X G47gat=1 G50gat=1 G53gat=1 G56gat=X G60gat=1 G63gat=1 G66gat=1 G69gat=X G73gat=1 G76gat=1 G79gat=1 G82gat=X G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.012518
G422gat,sa1,YES,G1gat=0 G4gat=1 G8gat=1 G11gat=0 G14gat=1 G17gat=1 G21gat=1 G24gat=1 G27gat=1 G30gat=X G34gat=X G37gat=0 G40gat=X G43gat=1 G47gat=1 G50gat=0 G53gat=0 G56gat=1 G60gat=1 G63gat=0 G66gat=X G69gat=1 G73gat=1 G76gat=0 G79gat=X G82gat=1 G86gat=1 G89gat=0 G92gat=X G95gat=1 G99gat=1 G102gat=0 G105gat=X G108gat=1 G112gat=1 G115gat=X,0.059934
G425gat,sa0,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=1 G17gat=0 G21gat=1 G24gat=1 G27gat=1 G30gat=1 G34gat=1 G37gat=1 G40gat=1 G43gat=X G47gat=1 G50gat=1 G53gat=1 G56gat=X G60gat=1 G63gat=1 G66gat=1 G69gat=X G73gat=1 G76gat=1 G79gat=1 G82gat=X G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.016194
G425gat,sa1,YES,G1gat=0 G4gat=1 G8gat=1 G11gat=0 G14gat=1 G17gat=1 G21gat=1 G24gat=1 G27gat=1 G30gat=X G34gat=X G37gat=1 G40gat=X G43gat=X G47gat=X G50gat=0 G53gat=X G56gat=1 G60gat=1 G63gat=0 G66gat=1 G69gat=1 G73gat=1 G76gat=0 G79gat=0 G82gat=1 G86gat=1 G89gat=0 G92gat=0 G95gat=1 G99gat=1 G102gat=0 G105gat=X G108gat=1 G112gat=1 G115gat=X,0.024772
G428gat,sa0,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=1 G17gat=0 G21gat=1 G24gat=1 G27gat=1 G30gat=0 G34gat=1 G37gat=1 G40gat=1 G43gat=X G47gat=1 G50gat=1 G53gat=1 G56gat=1 G60gat=1 G63gat=1 G66gat=1 G69gat=X G73gat=1 G76gat=1 G79gat=1 G82gat=X G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.018017
G428gat,sa1,YES,G1gat=0 G4gat=1 G8gat=1 G11gat=0 G14gat=1 G17gat=1 G21gat=1 G24gat=0 G27gat=1 G30gat=1 G34gat=1 G37gat=1 G40gat=1 G43gat=X G47gat=X G50gat=1 G53gat=X G56gat=X G60gat=X G63gat=0 G66gat=X G69gat=1 G73gat=1 G76gat=0 G79gat=1 G82gat=1 G86gat=1 G89gat=0 G92gat=0 G95gat=1 G99gat=1 G102gat=0 G105gat=X G108gat=1 G112gat=1 G115gat=X,0.026164
G429gat,sa0,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=1 G17gat=0 G21gat=1 G24gat=1 G27gat=1 G30gat=1 G34gat=1 G37gat=1 G40gat=1 G43gat=X G47gat=1 G50gat=1 G53gat=1 G56gat=X G60gat=1 G63gat=1 G66gat=1 G69gat=X G73gat=1 G76gat=1 G79gat=1 G82gat=X G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.024832
G429gat,sa1,YES,G1gat=0 G4gat=1 G8gat=1 G11gat=0 G14gat=1 G17gat=1 G21gat=1 G24gat=1 G27gat=1 G30gat=X G34gat=X G37gat=1 G40gat=X G43gat=X G47gat=X G50gat=0 G53gat=X G56gat=1 G60gat=1 G63gat=0 G66gat=1 G69gat=1 G73gat=1 G76gat=1 G79gat=1 G82gat=X G86gat=X G89gat=0 G92gat=X G95gat=1 G99gat=1 G102gat=0 G105gat=0 G108gat=1 G112gat=1 G115gat=X,0.02163
G430gat,sa0,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=1 G17gat=1 G21gat=1 G24gat=1 G27gat=1 G30gat=X G34gat=1 G37gat=1 G40gat=1 G43gat=X G47gat=1 G50gat=1 G53gat=1 G56gat=X G60gat=1 G63gat=1 G66gat=1 G69gat=X G73gat=1 G76gat=1 G79gat=1 G82gat=X G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.01503
G430gat,sa1,YES,G1gat=0 G4gat=1 G8gat=X G11gat=1 G14gat=X G17gat=X G21gat=X G24gat=1 G27gat=X G30gat=X G34gat=X G37gat=1 G40gat=X G43gat=X G47gat=X G50gat=1 G53gat=X G56gat=X G60gat=X G63gat=X G66gat=X G69gat=X G73gat=X G76gat=X G79gat=X G82gat=X G86gat=X G89gat=X G92gat=X G95gat=X G99gat=X G102gat=X G105gat=X G108gat=X G112gat=X G115gat=X,0.005
G431gat,sa0,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=1 G17gat=1 G21gat=1 G24gat=1 G27gat=1 G30gat=X G34gat=1 G37gat=1 G40gat=1 G43gat=X G47gat=1 G50gat=1 G53gat=1 G56gat=X G60gat=1 G63gat=1 G66gat=1 G69gat=X G73gat=1 G76gat=1 G79gat=1 G82gat=X G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.018223
G431gat,sa1,YES,G1gat=0 G4gat=1 G8gat=1 G11gat=1 G14gat=1 G17gat=X G21gat=X G24gat=1 G27gat=X G30gat=X G34gat=X G37gat=0 G40gat=X G43gat=1 G47gat=1 G50gat=0 G53gat=1 G56gat=1 G60gat=1 G63gat=0 G66gat=1 G69gat=1 G73gat=1 G76gat=0 G79gat=1 G82gat=1 G86gat=1 G89gat=0 G92gat=1 G95gat=1 G99gat=1 G102gat=0 G105gat=1 G108gat=1 G112gat=1 G115gat=1,0.023037
G432gat,sa0,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=1 G17gat=1 G21gat=1 G24gat=1 G27gat=1 G30gat=X G34gat=1 G37gat=1 G40gat=1 G43gat=X G47gat=1 G50gat=1 G53gat=1 G56gat=X G60gat=1 G63gat=1 G66gat=1 G69gat=X G73gat=1 G76gat=1 G79gat=1 G82gat=X G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.021033
G432gat,sa1,YES,G1gat=0 G4gat=1 G8gat=1 G11gat=1 G14gat=1 G17gat=X G21gat=X G24gat=0 G27gat=X G30gat=1 G34gat=1 G37gat=0 G40gat=1 G43gat=1 G47gat=1 G50gat=0 G53gat=1 G56gat=1 G60gat=1 G63gat=0 G66gat=1 G69gat=1 G73gat=1 G76gat=0 G79gat=1 G82gat=1 G86gat=1 G89gat=0 G92gat=1 G95gat=1 G99gat=1 G102gat=0 G105gat=1 G108gat=1 G112gat=1 G115gat=1,0.022156
G1gat,sa0,YES,G1gat=1 G4gat=1 G8gat=X G11gat=1 G14gat=X G17gat=X G21gat=X G24gat=1 G27gat=X G30gat=X G34gat=X G37gat=1 G40gat=X G43gat=X G47gat=X G50gat=1 G53gat=X G56gat=X G60gat=X G63gat=1 G66gat=X G69gat=X G73gat=X G76gat=1 G79gat=X G82gat=X G86gat=X G89gat=1 G92gat=X G95gat=X G99gat=X G102gat=1 G105gat=X G108gat=X G112gat=X G115gat=X,0.636937
G1gat,sa1,YES,G1gat=0 G4gat=1 G8gat=X G11gat=1 G14gat=X G17gat=X G21gat=X G24gat=1 G27gat=X G30gat=X G34gat=X G37gat=1 G40gat=X G43gat=X G47gat=X G50gat=1 G53gat=X G56gat=X G60gat=X G63gat=1 G66gat=X G69gat=X G73gat=X G76gat=1 G79gat=X G82gat=X G86gat=X G89gat=1 G92gat=X G95gat=X G99gat=X G102gat=1 G105gat=X G108gat=X G112gat=X G115gat=X,0.516639
G4gat,sa0,YES,G1gat=1 G4gat=1 G8gat=0 G11gat=1 G14gat=0 G17gat=X G21gat=1 G24gat=1 G27gat=X G30gat=X G34gat=1 G37gat=1 G40gat=X G43gat=X G47gat=1 G50gat=1 G53gat=X G56gat=X G60gat=1 G63gat=1 G66gat=X G69gat=X G73gat=1 G76gat=1 G79gat=X G82gat=X G86gat=1 G89gat=1 G92gat=X G95gat=X G99gat=1 G102gat=1 G105gat=X G108gat=X G112gat=1 G115gat=X,0.015025
G4gat,sa1,YES,G1gat=1 G4gat=0 G8gat=0 G11gat=1 G14gat=0 G17gat=X G21gat=1 G24gat=1 G27gat=X G30gat=X G34gat=1 G37gat=1 G40gat=X G43gat=X G47gat=1 G50gat=1 G53gat=X G56gat=X G60gat=1 G63gat=1 G66gat=X G69gat=X G73gat=1 G76gat=1 G79gat=X G82gat=X G86gat=1 G89gat=1 G92gat=X G95gat=X G99gat=1 G102gat=1 G105gat=X G108gat=X G112gat=1 G115gat=X,0.016133
G8gat,sa0,YES,G1gat=1 G4gat=1 G8gat=1 G11gat=1 G14gat=X G17gat=X G21gat=1 G24gat=1 G27gat=X G30gat=X G34gat=1 G37gat=1 G40gat=X G43gat=X G47gat=1 G50gat=1 G53gat=X G56gat=X G60gat=1 G63gat=1 G66gat=X G69gat=X G73gat=1 G76gat=1 G79gat=X G82gat=X G86gat=1 G89gat=1 G92gat=X G95gat=X G99gat=1 G102gat=1 G105gat=X G108gat=X G112gat=1 G115gat=X,0.014831
G8gat,sa1,YES,G1gat=1 G4gat=1 G8gat=0 G11gat=1 G14gat=X G17gat=X G21gat=1 G24gat=1 G27gat=X G30gat=X G34gat=1 G37gat=1 G40gat=X G43gat=X G47gat=1 G50gat=1 G53gat=X G56gat=X G60gat=1 G63gat=1 G66gat=X G69gat=X G73gat=1 G76gat=1 G79gat=X G82gat=X G86gat=1 G89gat=1 G92gat=X G95gat=X G99gat=1 G102gat=1 G105gat=X G108gat=X G112gat=1 G115gat=X,0.016528
G11gat,sa0,YES,G1gat=1 G4gat=X G8gat=X G11gat=1 G14gat=X G17gat=1 G21gat=X G24gat=1 G27gat=X G30gat=X G34gat=X G37gat=1 G40gat=X G43gat=X G47gat=X G50gat=1 G53gat=X G56gat=X G60gat=X G63gat=1 G66gat=X G69gat=X G73gat=X G76gat=1 G79gat=X G82gat=X G86gat=X G89gat=1 G92gat=X G95gat=X G99gat=X G102gat=1 G105gat=X G108gat=X G112gat=X G115gat=X,0.575722
G11gat,sa1,YES,G1gat=1 G4gat=X G8gat=X G11gat=0 G14gat=X G17gat=1 G21gat=X G24gat=1 G27gat=X G30gat=X G34gat=X G37gat=1 G40gat=X G43gat=X G47gat=X G50gat=1 G53gat=X G56gat=X G60gat=X G63gat=1 G66gat=X G69gat=X G73gat=X G76gat=1 G79gat=X G82gat=X G86gat=X G89gat=1 G92gat=X G95gat=X G99gat=X G102gat=1 G105gat=X G108gat=X G112gat=X G115gat=X,0.504419
G14gat,sa0,YES,G1gat=1 G4gat=1 G8gat=1 G11gat=1 G14gat=1 G17gat=X G21gat=1 G24gat=1 G27gat=1 G30gat=X G34gat=1 G37gat=1 G40gat=1 G43gat=X G47gat=1 G50gat=1 G53gat=1 G56gat=X G60gat=1 G63gat=1 G66gat=1 G69gat=X G73gat=1 G76gat=1 G79gat=1 G82gat=X G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.018628
